# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13160334_sorted.bam" "SRR13160327_sorted.bam" "SRR13160337_sorted.bam" "SRR13160328_sorted.bam" "SRR13160329_sorted.bam" "SRR13160336_sorted.bam" "SRR13160338_sorted.bam" "SRR13160331_sorted.bam" "SRR13160330_sorted.bam" "SRR13160335_sorted.bam" "SRR13160332_sorted.bam" "SRR13160333_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13160334_sorted.bam	SRR13160327_sorted.bam	SRR13160337_sorted.bam	SRR13160328_sorted.bam	SRR13160329_sorted.bam	SRR13160336_sorted.bam	SRR13160338_sorted.bam	SRR13160331_sorted.bam	SRR13160330_sorted.bam	SRR13160335_sorted.bam	SRR13160332_sorted.bam	SRR13160333_sorted.bam
gene-PA5174	NC_002516.2	5826135	5828039	+	1905	122	518	160	889	814	15	108	131	558	125	599	153
gene-PA5175	NC_002516.2	5828086	5828907	-	822	47	139	68	303	263	5	47	41	208	28	152	41
gene-PA5176	NC_002516.2	5828904	5829470	-	567	68	235	88	397	346	3	64	73	286	39	277	99
gene-PA5177	NC_002516.2	5829596	5830261	+	666	12	63	21	101	94	3	14	20	176	22	149	51
gene-PA5178	NC_002516.2	5830313	5830750	-	438	158	477	198	497	421	5	78	172	1088	109	933	509
gene-PA5179	NC_002516.2	5830924	5831805	+	882	11	19	15	33	24	3	4	9	25	7	21	21
gene-PA5180	NC_002516.2	5831902	5832741	+	840	19	28	15	51	43	1	14	14	63	13	35	27
gene-PA5181	NC_002516.2	5832749	5835070	+	2322	65	87	74	114	81	3	31	26	142	42	148	103
gene-PA5181.1	NC_002516.2	5835082	5835480	-	399	10	25	10	35	12	1	5	5	56	7	20	20
gene-PA5182	NC_002516.2	5835380	5835895	+	516	8	43	7	61	53	1	8	13	75	5	37	1
gene-PA5183	NC_002516.2	5835994	5836401	+	408	18	85	11	178	173	0	19	33	192	16	84	22
gene-PA5183a	NC_002516.2	5836470	5836685	-	216	49	700	58	409	271	1	25	59	394	33	206	100
gene-PA5184	NC_002516.2	5836910	5837467	+	558	7	77	17	78	81	1	6	15	67	10	47	26
gene-PA5185	NC_002516.2	5837449	5837892	-	444	8	50	7	82	59	1	5	11	60	10	41	14
gene-PA5186	NC_002516.2	5837915	5839078	-	1164	5	28	7	57	33	0	5	8	49	13	23	10
gene-PA5187	NC_002516.2	5839105	5840895	-	1791	6	16	6	30	23	0	5	4	37	8	33	11
gene-PA5188	NC_002516.2	5840897	5842132	-	1236	9	15	7	28	22	1	4	2	19	8	21	5
gene-PA5189	NC_002516.2	5842275	5843183	+	909	16	57	12	48	53	1	4	18	44	8	35	23
gene-PA5190	NC_002516.2	5843198	5843800	-	603	9	41	9	61	51	0	3	13	47	5	52	22
gene-PA5191	NC_002516.2	5844054	5844410	+	357	2	21	5	12	20	0	1	3	21	5	15	11
gene-PA5192	NC_002516.2	5844468	5846009	-	1542	400	1439	503	2605	1879	37	335	516	1722	400	2737	726
gene-PA5193	NC_002516.2	5846125	5847018	-	894	36	211	44	285	294	5	44	40	190	49	246	68
gene-PA5194	NC_002516.2	5847131	5847934	+	804	29	117	36	164	165	2	12	30	143	30	116	32
gene-PA5195	NC_002516.2	5847972	5848367	-	396	35	170	39	285	173	2	19	44	157	30	175	49
gene-PA5196	NC_002516.2	5848577	5849011	+	435	4	17	5	23	19	0	4	4	16	2	10	6
gene-PA5197	NC_002516.2	5849143	5850048	+	906	8	65	21	79	56	0	5	12	81	7	49	26
gene-PA5198	NC_002516.2	5850239	5851162	+	924	24	85	19	117	130	2	11	14	112	18	72	18
gene-PA5199	NC_002516.2	5851239	5852558	-	1320	37	135	31	251	226	2	25	30	276	27	148	19
gene-PA5200	NC_002516.2	5852653	5853396	-	744	23	96	33	137	130	1	11	22	92	16	93	23
gene-PA5201	NC_002516.2	5853585	5855924	+	2340	94	477	95	729	608	8	71	145	412	88	489	142
gene-PA5202	NC_002516.2	5855936	5856325	+	390	2	45	6	54	50	0	4	7	28	6	30	14
gene-PA5203	NC_002516.2	5856532	5858115	+	1584	34	127	48	172	156	2	34	37	225	28	154	47
gene-PA5204	NC_002516.2	5858158	5859456	-	1299	46	134	37	225	188	1	36	53	347	38	192	57
gene-PA5205	NC_002516.2	5859793	5860494	+	702	14	52	16	57	39	0	7	14	56	11	46	21
gene-PA5206	NC_002516.2	5860467	5861621	-	1155	14	109	18	139	91	1	11	21	106	14	84	15
gene-PA5207	NC_002516.2	5861721	5862989	-	1269	10	250	9	148	126	0	1	7	60	7	23	18
gene-PA5208	NC_002516.2	5863034	5863711	-	678	22	667	32	630	392	0	14	25	177	18	109	53
gene-PA5209	NC_002516.2	5863825	5865189	+	1365	10	60	14	103	70	0	11	25	73	11	101	31
gene-PA5210	NC_002516.2	5865227	5867011	+	1785	60	180	50	199	190	3	23	37	211	39	148	104
gene-PA5211	NC_002516.2	5867233	5867685	+	453	4	13	6	18	9	0	2	6	19	2	4	3
gene-PA5212	NC_002516.2	5867817	5868146	+	330	10	16	11	31	33	0	7	6	65	18	41	11
gene-PA5213	NC_002516.2	5868181	5871057	-	2877	17	60	31	117	82	0	14	15	95	13	63	22
gene-PA5214	NC_002516.2	5871231	5871620	-	390	56	288	66	375	358	5	51	81	255	55	328	131
gene-PA5215	NC_002516.2	5871667	5872749	-	1083	114	571	121	688	653	9	93	106	467	90	548	176
gene-PA5216	NC_002516.2	5872900	5874519	-	1620	14	50	17	101	96	2	7	2	60	17	38	18
gene-PA5217	NC_002516.2	5874587	5875585	-	999	41	59	73	156	159	2	34	25	73	43	70	64
gene-PA5218	NC_002516.2	5875653	5876567	-	915	11	25	9	39	35	0	4	9	29	4	21	22
gene-PA5219	NC_002516.2	5876664	5877857	+	1194	13	49	20	55	54	0	11	15	54	12	44	16
gene-PA5220	NC_002516.2	5877896	5878717	+	822	26	47	19	65	60	0	7	23	104	19	74	33
gene-PA5221	NC_002516.2	5878754	5879971	-	1218	30	149	36	293	253	8	20	41	256	24	178	21
gene-PA5222	NC_002516.2	5880000	5880482	-	483	15	99	18	130	112	2	13	31	92	10	82	29
gene-PA5223	NC_002516.2	5880487	5881671	-	1185	72	342	60	444	442	5	44	90	355	50	365	39
gene-PA5224	NC_002516.2	5881679	5883013	-	1335	141	719	164	1079	960	14	92	183	868	138	853	214
gene-PA5225	NC_002516.2	5883023	5883577	-	555	10	76	19	85	86	3	7	18	59	16	68	17
gene-PA5226	NC_002516.2	5883664	5883975	+	312	15	94	18	90	60	1	14	14	108	12	102	20
gene-PA5227	NC_002516.2	5883972	5884286	+	315	23	112	21	110	87	3	13	19	144	14	119	34
gene-PA5227.1	NC_002516.2	5884320	5884502	+	183	4803	11299	1450	6793	6823	80	403	1420	22509	2139	8151	14146
gene-PA5228	NC_002516.2	5884508	5885119	+	612	68	336	56	397	239	4	33	35	236	45	192	103
gene-PA5229	NC_002516.2	5885486	5885944	+	459	20	161	15	144	137	2	5	38	285	12	170	25
gene-PA5230	NC_002516.2	5885954	5887078	-	1125	39	258	36	278	303	3	17	65	575	30	299	51
gene-PA5231	NC_002516.2	5887082	5889832	-	2751	41	775	39	546	613	1	16	40	386	24	234	68
gene-PA5232	NC_002516.2	5889829	5890902	-	1074	50	1075	68	1635	1134	3	38	58	368	46	294	53
gene-PA5233	NC_002516.2	5891109	5891528	-	420	14	64	13	78	100	1	15	16	65	9	72	18
gene-PA5234	NC_002516.2	5891683	5892660	+	978	12	49	7	53	37	0	1	12	46	10	32	10
gene-PA5235	NC_002516.2	5892910	5894256	+	1347	104	522	113	662	691	3	84	109	568	80	663	187
gene-PA5236	NC_002516.2	5894293	5895261	-	969	40	358	54	437	418	1	34	74	371	47	307	59
gene-PA5237	NC_002516.2	5895261	5896727	-	1467	62	507	100	686	552	3	65	106	517	64	477	128
gene-PA5238	NC_002516.2	5896806	5898794	-	1989	19	77	18	91	71	3	14	31	130	14	90	38
gene-PA5239	NC_002516.2	5898865	5900124	-	1260	105	779	132	973	1169	11	82	255	1218	113	1124	188
gene-PA5240	NC_002516.2	5900369	5900695	-	327	329	2689	438	3210	2354	30	351	563	2558	341	2747	632
gene-PA5241	NC_002516.2	5900879	5902399	+	1521	77	626	97	831	750	6	72	108	720	64	544	167
gene-PA5242	NC_002516.2	5902386	5904596	-	2211	78	819	120	767	682	11	58	136	699	69	590	179
gene-PA5243	NC_002516.2	5904614	5905627	-	1014	80	614	99	724	645	12	60	130	537	86	510	158
gene-PA5244	NC_002516.2	5905871	5906461	+	591	10	151	11	166	101	1	2	9	78	10	35	11
gene-PA5245	NC_002516.2	5906626	5907294	+	669	12	75	21	105	97	1	10	17	105	25	85	29
gene-PA5246	NC_002516.2	5907390	5907863	+	474	11	51	22	93	82	0	9	13	68	10	69	12
gene-PA5247	NC_002516.2	5907848	5908330	-	483	30	106	36	208	218	0	26	25	177	22	150	38
gene-PA5248	NC_002516.2	5908397	5910298	-	1902	49	290	53	420	419	3	35	35	177	39	194	71
gene-PA5249	NC_002516.2	5910403	5911032	-	630	11	44	10	64	66	0	5	9	71	4	47	11
gene-PA5250	NC_002516.2	5911262	5912020	-	759	17	189	31	224	205	2	19	36	254	13	201	49
gene-PA5251	NC_002516.2	5912027	5912605	-	579	12	73	20	92	82	0	10	20	126	17	90	22
gene-PA5252	NC_002516.2	5912605	5914521	-	1917	55	331	74	417	355	2	34	53	304	46	287	107
gene-PA5252a	NC_002516.2	5914594	5915046	+	453	30	146	34	200	153	1	27	38	153	34	138	43
gene-PA5253	NC_002516.2	5915043	5916101	-	1059	87	477	92	531	466	10	71	207	438	81	460	182
gene-PA5254	NC_002516.2	5916227	5916856	+	630	6	75	11	91	75	1	10	13	52	8	41	18
gene-PA5255	NC_002516.2	5916918	5917400	-	483	63	926	101	1368	912	4	70	130	764	90	541	162
gene-PA5256	NC_002516.2	5917680	5918171	-	492	14	160	20	132	114	0	9	17	102	17	77	33
gene-PA5257	NC_002516.2	5918350	5919588	-	1239	52	403	102	477	395	5	47	71	416	48	395	97
gene-PA5258	NC_002516.2	5919585	5920715	-	1131	59	356	82	471	415	2	47	86	401	30	392	91
gene-PA5259	NC_002516.2	5920742	5921497	-	756	12	142	20	158	102	1	12	25	104	10	92	36
gene-PA5260	NC_002516.2	5921494	5922435	-	942	62	245	128	360	355	4	53	62	283	51	273	59
gene-PA5261	NC_002516.2	5922544	5923290	-	747	51	251	72	287	210	2	32	66	467	42	358	103
gene-PA5262	NC_002516.2	5923295	5924371	-	1077	58	270	87	294	242	2	40	61	442	45	327	137
gene-PA5263	NC_002516.2	5924596	5925990	+	1395	29	182	49	248	268	5	26	43	236	39	224	60
gene-PA5264	NC_002516.2	5926134	5927105	-	972	16	97	21	114	89	0	8	17	101	6	88	48
gene-PA5265	NC_002516.2	5927336	5930605	-	3270	46	111	41	141	82	2	23	23	125	26	97	75
gene-PA5266	NC_002516.2	5930602	5932677	-	2076	13	19	10	25	24	2	3	3	38	4	21	6
gene-PA5267	NC_002516.2	5932877	5933395	-	519	3	8	3	10	7	0	2	0	12	4	8	7
gene-PA5268	NC_002516.2	5933688	5934668	-	981	13	70	10	86	74	2	6	15	64	9	45	18
gene-PA5269	NC_002516.2	5934770	5935045	+	276	8	78	15	95	45	1	8	15	61	14	69	17
gene-PA5270	NC_002516.2	5935064	5935945	+	882	7	39	9	72	40	1	6	10	55	10	38	11
gene-PA5271	NC_002516.2	5935988	5936221	+	234	1	13	7	21	16	0	2	5	34	5	20	3
gene-PA5272	NC_002516.2	5936370	5939222	+	2853	28	104	46	139	99	2	27	18	102	24	85	35
gene-PA5273	NC_002516.2	5939263	5939976	+	714	10	79	23	121	117	1	7	15	90	13	77	19
gene-PA5274	NC_002516.2	5940020	5940424	-	405	67	524	78	527	608	4	64	99	563	60	467	114
gene-PA5275	NC_002516.2	5940747	5941082	-	336	73	236	73	352	254	2	49	56	326	43	171	76
gene-PA5276	NC_002516.2	5941336	5941476	+	141	8	38	18	83	57	0	9	25	53	9	73	27
gene-PA5277	NC_002516.2	5941487	5942734	+	1248	54	309	64	448	420	1	49	82	389	53	395	84
gene-PA5278	NC_002516.2	5942745	5943575	+	831	38	254	62	330	264	3	39	65	286	43	295	90
gene-PA5279	NC_002516.2	5943606	5944307	+	702	35	133	36	259	233	10	34	59	162	34	181	57
gene-PA5280	NC_002516.2	5944327	5945238	+	912	7	45	15	54	59	0	8	4	41	2	37	9
gene-PA5281	NC_002516.2	5945235	5945933	+	699	6	29	7	35	35	0	5	3	41	2	24	7
gene-PA5282	NC_002516.2	5945963	5947132	-	1170	4	7	2	8	6	0	2	2	10	2	6	1
gene-PA5283	NC_002516.2	5947295	5948671	+	1377	12	93	18	120	82	0	7	11	75	8	58	22
gene-PA5284	NC_002516.2	5948696	5949610	-	915	3	22	4	19	19	0	3	2	15	4	23	7
gene-PA5285	NC_002516.2	5950034	5950351	-	318	291	1112	352	2151	1331	17	281	380	776	326	1524	331
gene-PA5286	NC_002516.2	5950429	5950854	-	426	89	971	137	659	515	7	98	141	348	103	482	360
gene-PA5287	NC_002516.2	5951115	5952443	-	1329	32	164	54	272	244	3	33	48	375	39	251	126
gene-PA5288	NC_002516.2	5952483	5952821	-	339	254	1049	220	1478	1583	9	201	285	1295	241	1579	469
gene-PA5289	NC_002516.2	5953261	5953521	+	261	6	30	6	55	52	0	14	5	53	11	36	9
gene-PA5290	NC_002516.2	5953562	5955055	+	1494	25	85	17	103	121	2	17	21	117	20	92	29
gene-PA5291	NC_002516.2	5955180	5957165	+	1986	46	209	57	308	301	28	28	38	313	25	186	42
gene-PA5292	NC_002516.2	5957208	5958257	-	1050	12	96	14	79	71	0	8	16	68	8	58	32
gene-PA5293	NC_002516.2	5958408	5959325	-	918	6	23	7	44	27	0	2	8	37	2	25	6
gene-PA5294	NC_002516.2	5959474	5960940	+	1467	14	66	16	70	61	1	9	9	63	5	46	11
gene-PA5295	NC_002516.2	5960852	5962528	-	1677	80	320	78	577	446	3	53	73	430	66	332	102
gene-PA5296	NC_002516.2	5962716	5964725	+	2010	40	275	64	521	452	8	47	57	312	44	284	73
gene-PA5297	NC_002516.2	5964859	5966577	+	1719	16	35	10	33	38	0	7	6	40	7	27	12
gene-PA5298	NC_002516.2	5966706	5967278	+	573	35	156	41	250	273	2	32	53	155	44	152	52
gene-PA5299	NC_002516.2	5967286	5969145	-	1860	29	184	38	213	215	2	22	37	179	37	166	53
gene-PA5300	NC_002516.2	5969355	5969765	-	411	257	1396	341	2432	1823	16	247	327	1543	201	1652	226
gene-PA5301	NC_002516.2	5969987	5970535	-	549	80	501	107	468	332	6	76	80	373	65	280	197
gene-PA5302	NC_002516.2	5970686	5971759	-	1074	33	137	42	158	189	5	44	15	91	29	86	41
gene-PA5303	NC_002516.2	5971850	5972203	-	354	63	283	98	244	248	9	54	32	158	68	155	130
gene-PA5304	NC_002516.2	5972178	5973476	-	1299	83	399	142	433	327	13	89	26	220	72	226	153
gene-PA5305	NC_002516.2	5973833	5974177	-	345	22	64	27	128	90	1	14	27	112	28	163	43
gene-PA5306	NC_002516.2	5974190	5974381	-	192	13	44	20	80	54	1	15	15	73	24	90	32
gene-PA5307	NC_002516.2	5974402	5976969	-	2568	55	167	55	298	235	5	36	54	286	52	197	63
gene-PA5308	NC_002516.2	5977123	5977611	+	489	20	111	29	198	142	3	15	33	134	31	146	37
gene-PA5309	NC_002516.2	5977789	5979108	+	1320	18	98	18	118	88	3	12	29	110	19	73	18
gene-PA5310	NC_002516.2	5979194	5980783	+	1590	29	57	17	61	77	8	27	5	74	22	41	24
gene-PA5311	NC_002516.2	5980787	5981950	-	1164	5	32	14	34	31	0	3	7	54	6	37	12
gene-PA5312	NC_002516.2	5982097	5983590	-	1494	71	305	96	245	185	8	46	79	361	43	266	196
gene-PA5313	NC_002516.2	5983820	5985154	+	1335	28	107	41	135	106	3	14	28	103	19	80	45
gene-PA5314	NC_002516.2	5985219	5985581	+	363	11	116	17	90	78	1	14	16	72	17	104	36
gene-PA5315	NC_002516.2	5985716	5985871	-	156	178	1528	349	1970	1329	12	214	419	1509	236	2066	866
gene-PA5316	NC_002516.2	5985883	5986119	-	237	917	5613	1558	7233	5671	83	1028	1842	5117	1319	9191	3201
gene-PA5316.1	NC_002516.2	5986120	5986170	+	51	773	4416	1563	5333	4307	63	935	1410	4604	1130	7602	2429
gene-PA5317	NC_002516.2	5986475	5988055	+	1581	21	56	22	86	76	79	14	13	104	9	67	21
gene-PA5318	NC_002516.2	5988081	5988629	+	549	10	34	9	20	28	0	6	8	23	9	18	6
gene-PA5319	NC_002516.2	5988646	5989320	-	675	23	130	45	167	98	0	20	21	109	24	93	42
gene-PA5320	NC_002516.2	5989460	5990668	+	1209	44	215	53	321	280	6	34	73	333	36	239	67
gene-PA5321	NC_002516.2	5990676	5991131	+	456	20	85	27	213	218	1	20	45	162	20	166	29
gene-PA5322	NC_002516.2	5991168	5993774	+	2607	135	471	155	803	731	12	98	199	969	104	937	232
gene-PA5323	NC_002516.2	5993791	5994696	+	906	83	418	109	636	551	5	63	131	762	90	740	198
gene-PA5324	NC_002516.2	5994741	5995811	-	1071	19	81	23	104	91	2	14	30	148	13	111	33
gene-PA5325	NC_002516.2	5996036	5996986	+	951	6	28	15	23	279	1	6	3	26	7	18	12
gene-PA5326	NC_002516.2	5997057	5998265	-	1209	0	6	5	9	5	1	1	4	7	0	6	5
gene-PA5327	NC_002516.2	5998348	5999676	-	1329	3	6	12	16	15	4	1	4	18	1	8	5
gene-PA5328	NC_002516.2	5999754	6000143	-	390	2	5	3	5	5	0	1	1	5	2	3	1
gene-PA5329	NC_002516.2	6000317	6000781	+	465	9	94	29	102	94	2	6	20	94	17	81	26
gene-PA5330	NC_002516.2	6000761	6001378	-	618	57	280	56	394	281	5	31	63	282	36	265	78
gene-PA5331	NC_002516.2	6001399	6002040	-	642	125	436	135	777	667	6	92	118	528	107	561	141
gene-PA5332	NC_002516.2	6002121	6002900	+	780	162	941	217	1332	939	12	138	170	917	144	972	359
gene-PA5333	NC_002516.2	6002959	6003330	-	372	48	323	61	302	258	9	37	64	253	46	349	118
gene-PA5334	NC_002516.2	6003377	6004096	-	720	75	302	93	562	509	9	67	102	342	73	455	118
gene-PA5335	NC_002516.2	6004277	6005140	+	864	29	96	33	145	138	3	14	26	122	22	101	42
gene-PA5336	NC_002516.2	6005199	6005810	+	612	8	59	18	84	93	3	11	28	83	13	78	24
gene-PA5337	NC_002516.2	6005899	6006165	+	267	298	1009	390	1920	1531	22	272	254	1536	279	1479	470
gene-PA5338	NC_002516.2	6006231	6008336	+	2106	144	743	169	1004	1024	16	104	173	820	118	803	282
gene-PA5339	NC_002516.2	6008398	6008778	+	381	50	341	71	535	474	10	58	104	392	53	454	100
gene-PA5340	NC_002516.2	6008833	6009564	+	732	33	202	49	395	376	5	26	103	300	21	385	50
gene-PA5341	NC_002516.2	6009571	6010191	-	621	7	31	4	51	42	0	5	8	25	0	30	8
gene-PA5342	NC_002516.2	6010258	6011058	-	801	18	69	12	109	81	1	12	12	65	8	74	20
gene-PA5343	NC_002516.2	6011058	6011909	-	852	25	128	40	282	226	4	18	40	190	20	194	29
gene-PA5344	NC_002516.2	6012047	6012979	+	933	48	160	33	290	233	13	25	42	253	29	162	33
gene-PA5345	NC_002516.2	6012976	6015051	+	2076	50	357	79	505	487	1	45	62	442	56	309	69
gene-PA5346	NC_002516.2	6015141	6016550	+	1410	47	343	58	320	591	11	32	61	1165	42	242	91
gene-PA5347	NC_002516.2	6016622	6017014	-	393	11	133	21	128	93	1	12	22	103	16	90	45
gene-PA5348	NC_002516.2	6017150	6017422	-	273	70	222	51	278	216	4	45	54	281	76	233	267
gene-PA5349	NC_002516.2	6017624	6018778	-	1155	44	224	43	277	237	2	23	43	232	44	259	94
gene-PA5350	NC_002516.2	6018830	6018997	-	168	25	153	28	191	134	1	19	35	162	22	189	72
gene-PA5351	NC_002516.2	6019181	6019348	-	168	159	391	189	780	699	6	91	134	1734	101	907	201
gene-PA5352	NC_002516.2	6019482	6019883	-	402	0	4	1	3	2	0	2	1	5	1	5	1
gene-PA5353	NC_002516.2	6019888	6021114	-	1227	0	5	5	8	5	1	3	1	10	2	12	2
gene-PA5354	NC_002516.2	6021124	6022203	-	1080	3	5	2	4	6	0	2	1	10	1	5	1
gene-PA5355	NC_002516.2	6022203	6023702	-	1500	14	21	9	34	44	1	10	3	28	4	27	9
gene-PA5356	NC_002516.2	6023907	6024662	+	756	18	29	7	63	29	0	3	11	61	6	21	11
gene-PA5357	NC_002516.2	6024742	6025278	+	537	23	121	29	170	203	3	25	32	190	21	146	31
gene-PA5358	NC_002516.2	6025305	6026195	+	891	14	85	33	133	107	2	12	17	94	15	76	31
gene-PA5359	NC_002516.2	6026219	6026674	-	456	12	81	20	61	50	5	14	14	46	11	55	20
gene-PA5360	NC_002516.2	6026779	6027468	+	690	17	48	18	73	53	2	13	19	60	11	101	27
gene-PA5361	NC_002516.2	6027542	6028873	+	1332	13	28	9	44	33	2	6	12	44	10	35	13
gene-PA5362	NC_002516.2	6028976	6030316	+	1341	49	335	72	371	331	2	29	48	475	35	268	84
gene-PA5363	NC_002516.2	6030351	6031250	-	900	43	263	45	283	259	5	28	51	297	48	188	64
gene-PA5364	NC_002516.2	6031366	6032268	-	903	26	328	33	279	242	2	19	39	159	27	194	72
gene-PA5365	NC_002516.2	6032387	6033115	-	729	20	99	21	135	121	4	24	28	97	31	147	29
gene-PA5366	NC_002516.2	6033211	6034044	-	834	23	118	36	158	126	3	34	25	94	43	203	43
gene-PA5367	NC_002516.2	6034060	6035736	-	1677	21	88	39	100	129	8	30	35	79	35	219	50
gene-PA5368	NC_002516.2	6035756	6037789	-	2034	23	76	39	104	118	9	32	19	101	43	207	55
gene-PA5369	NC_002516.2	6038212	6039183	-	972	57	105	77	111	97	8	84	30	92	58	167	82
gene-PA5369.1	NC_002516.2	6039584	6039703	-	120	7083	3780	5229	10633	6077	1620	1642	2116	25307	5045	9372	9312
gene-PA5369.2	NC_002516.2	6039846	6042736	-	2891	852327	1337557	1246196	1496872	1369107	630921	925066	757004	1083842	1165974	1297068	1282065
gene-PA5369.3	NC_002516.2	6042963	6043038	-	76	920	3524	573	3157	2265	16	322	512	3549	824	2442	1737
gene-PA5369.4	NC_002516.2	6043067	6043143	-	77	1365	6258	883	4846	3555	34	489	757	5135	1325	3477	2676
gene-PA5369.5	NC_002516.2	6043208	6044743	-	1536	474621	668432	508619	895965	881649	303338	512040	409352	542154	608341	664451	458529
gene-PA5370	NC_002516.2	6045310	6046626	-	1317	26	115	34	118	105	4	24	24	151	19	119	62
gene-PA5371	NC_002516.2	6046914	6047318	+	405	30	176	27	178	143	4	37	30	143	26	97	51
gene-PA5372	NC_002516.2	6047364	6049049	-	1686	27	160	44	179	171	10	28	47	371	29	206	74
gene-PA5373	NC_002516.2	6049185	6050657	-	1473	46	419	74	341	325	3	25	74	501	25	262	84
gene-PA5374	NC_002516.2	6050718	6051311	-	594	28	418	36	325	257	2	28	29	198	17	111	49
gene-PA5375	NC_002516.2	6051644	6053194	+	1551	8	49	15	56	52	1	10	10	75	7	39	22
gene-PA5376	NC_002516.2	6053412	6054590	-	1179	15	51	17	68	59	1	13	20	140	19	102	31
gene-PA5377	NC_002516.2	6054594	6055433	-	840	9	18	5	40	23	0	3	9	43	9	49	16
gene-PA5378	NC_002516.2	6055475	6056413	-	939	14	40	26	57	47	1	8	19	83	12	71	40
gene-PA5379	NC_002516.2	6056877	6058253	+	1377	6	10	6	15	16	2	1	3	16	4	9	10
gene-PA5380	NC_002516.2	6058673	6059776	+	1104	14	41	25	61	63	0	14	13	99	20	45	31
gene-PA5381	NC_002516.2	6059823	6060200	-	378	6	23	7	25	23	2	3	2	47	4	32	7
gene-PA5382	NC_002516.2	6060340	6061233	-	894	11	46	19	66	41	0	10	12	42	4	34	11
gene-PA5383	NC_002516.2	6061341	6062408	+	1068	4	15	8	20	16	18	2	0	10	2	9	6
gene-PA5384	NC_002516.2	6062352	6063347	-	996	2	3	4	2	7	0	1	1	6	1	6	5
gene-PA5385	NC_002516.2	6063353	6063832	-	480	0	6	0	8	6	0	1	0	8	2	4	5
gene-PA5386	NC_002516.2	6063883	6064848	-	966	6	11	5	15	7	0	2	1	9	1	6	6
gene-PA5387	NC_002516.2	6064899	6065783	-	885	2	8	3	3	4	0	2	2	3	0	6	9
gene-PA5388	NC_002516.2	6065856	6066794	-	939	4	14	11	16	7	1	3	3	16	4	13	5
gene-PA5389	NC_002516.2	6067005	6068015	+	1011	7	19	5	14	20	0	1	3	16	1	18	7
gene-PA5390	NC_002516.2	6067945	6069099	-	1155	7	17	11	33	24	1	3	7	25	7	21	11
gene-PA5391	NC_002516.2	6069156	6069830	-	675	2	7	5	6	12	0	3	6	12	5	6	1
gene-PA5392	NC_002516.2	6069844	6070266	-	423	4	5	3	9	10	0	1	1	6	1	5	1
gene-PA5393	NC_002516.2	6070266	6071618	-	1353	2	7	13	15	17	1	2	2	8	1	13	3
gene-PA5394	NC_002516.2	6071912	6073384	-	1473	6	59	18	75	70	3	10	13	94	7	47	14
gene-PA5395	NC_002516.2	6073538	6074008	+	471	4	19	7	9	11	0	3	1	9	3	8	13
gene-PA5396	NC_002516.2	6074230	6075207	+	978	21	95	25	124	91	1	10	21	115	21	98	66
gene-PA5397	NC_002516.2	6075334	6075864	+	531	3	13	3	13	12	2	2	4	11	5	8	13
gene-PA5398	NC_002516.2	6075880	6077940	+	2061	15	32	7	61	32	0	9	8	56	7	43	19
gene-PA5399	NC_002516.2	6078044	6080005	+	1962	10	29	12	34	28	1	5	9	45	6	30	16
gene-PA5400	NC_002516.2	6080124	6081356	+	1233	9	15	14	20	11	1	9	1	13	5	10	3
gene-PA5401	NC_002516.2	6081392	6082165	+	774	4	10	24	13	1	0	2	3	17	4	8	6
gene-PA5402	NC_002516.2	6082290	6082859	+	570	26	88	30	192	94	2	13	20	99	23	66	37
gene-PA5403	NC_002516.2	6082867	6083073	+	207	17	60	12	70	38	0	8	11	84	13	42	25
gene-PA5404	NC_002516.2	6083105	6083509	+	405	14	12	10	24	28	3	5	4	23	11	16	7
gene-PA5405	NC_002516.2	6083523	6083756	+	234	6	11	4	32	16	1	2	3	20	1	13	0
gene-PA5406	NC_002516.2	6083753	6084085	+	333	34	103	34	204	236	3	41	34	91	30	151	34
gene-PA5407	NC_002516.2	6084082	6084372	+	291	26	70	25	121	156	2	17	30	72	18	102	21
gene-PA5408	NC_002516.2	6084369	6084545	-	177	9	34	9	51	44	1	3	12	52	8	37	4
gene-PA5409	NC_002516.2	6084550	6085110	-	561	10	55	9	72	72	1	6	13	88	8	57	15
gene-PA5410	NC_002516.2	6085385	6086674	-	1290	7	28	6	26	16	0	7	4	28	6	19	31
gene-PA5411	NC_002516.2	6087099	6088199	+	1101	21	41	12	50	32	0	5	12	58	4	36	15
gene-PA5412	NC_002516.2	6088193	6090706	-	2514	70	340	85	435	363	4	40	69	388	41	290	63
gene-PA5413	NC_002516.2	6092046	6093086	-	1041	23	112	34	185	153	2	28	44	135	26	203	51
gene-PA5414	NC_002516.2	6093167	6093808	-	642	10	37	19	64	59	2	12	13	44	6	57	18
gene-PA5415	NC_002516.2	6094024	6095277	+	1254	12	41	17	35	25	1	11	12	45	11	34	23
gene-PA5416	NC_002516.2	6095363	6096613	+	1251	4	15	11	19	11	1	9	4	26	3	15	12
gene-PA5417	NC_002516.2	6096707	6097027	+	321	1	1	1	4	1	0	0	1	1	0	3	1
gene-PA5418	NC_002516.2	6097024	6100041	+	3018	16	23	21	46	33	0	8	5	32	8	35	22
